timestamp,cpu,mem,disk,error_rate
2026-07-03T19:00:00,33.6,45.0,34.3,0.021
2026-07-03T20:00:00,43.3,45.4,36.1,0.022
2026-07-03T21:00:00,29.9,40.5,35.1,0.024
2026-07-03T22:00:00,25.4,43.0,36.8,0.032
2026-07-03T23:00:00,5,43.3,35.6,0.015
2026-07-04T00:00:00,19.8,42.6,33.6,0.023
2026-07-04T01:00:00,7.9,38.5,34.9,0.041
2026-07-04T02:00:00,36.5,37.7,35.5,0.011
2026-07-04T03:00:00,23.4,36.5,36.4,0.02
2026-07-04T04:00:00,25.8,36.4,35.1,0.023
2026-07-04T05:00:00,27.6,41.3,37.9,0.021
2026-07-04T06:00:00,29.3,44.6,36.3,0.001
2026-07-04T07:00:00,14.7,36.7,37.4,0.004
2026-07-04T08:00:00,23.0,29.1,35.0,0.009
2026-07-04T09:00:00,20.8,54.2,35.7,0.025
2026-07-04T10:00:00,25.3,53.8,34.3,0.035
2026-07-04T11:00:00,45.9,46.2,33.9,0.019
2026-07-04T12:00:00,33.6,47.4,36.0,0.016
2026-07-04T13:00:00,40.1,48.0,37.1,0.022
2026-07-04T14:00:00,37.2,51.0,35.2,0.021
2026-07-04T15:00:00,35.9,50.0,34.3,0.01
2026-07-04T16:00:00,28.7,50.5,34.1,0.017
2026-07-04T17:00:00,28.1,47.2,36.5,0.009
2026-07-04T18:00:00,23.2,41.4,33.5,0.009
2026-07-04T19:00:00,7.4,38.5,35.5,0.001
2026-07-04T20:00:00,5.5,47.9,36.9,0.01
2026-07-04T21:00:00,29.4,45.6,33.8,0.021
2026-07-04T22:00:00,27.8,43.0,34.6,0.032
2026-07-04T23:00:00,26.0,45.4,34.9,0.006
2026-07-05T00:00:00,5,41.9,34.6,0.022
2026-07-05T01:00:00,27.1,37.3,35.4,0.032
2026-07-05T02:00:00,8.4,37.5,35.4,0.017
2026-07-05T03:00:00,12.1,46.2,36.9,0.021
2026-07-05T04:00:00,22.7,44.4,35.0,0.025
2026-07-05T05:00:00,22.0,43.0,33.9,0.017
2026-07-05T06:00:00,5,39.6,36.0,0.013
2026-07-05T07:00:00,19.4,44.8,37.3,0.017
2026-07-05T08:00:00,7.7,37.6,34.1,0.027
2026-07-05T09:00:00,31.5,58.7,37.0,0.046
2026-07-05T10:00:00,30.4,47.2,35.7,0.03
2026-07-05T11:00:00,36.3,55.8,35.7,0.001
2026-07-05T12:00:00,26.6,49.7,33.7,0.017
2026-07-05T13:00:00,37.0,50.7,36.7,0.025
2026-07-05T14:00:00,35.8,43.8,35.3,0.005
2026-07-05T15:00:00,39.7,41.2,35.5,0.012
2026-07-05T16:00:00,38.8,53.1,36.9,0.023
2026-07-05T17:00:00,32.8,52.9,36.3,0.025
2026-07-05T18:00:00,16.0,44.7,35.5,0.021
2026-07-05T19:00:00,14.8,49.1,35.8,0.012
2026-07-05T20:00:00,16.8,50.6,34.6,0.01
2026-07-05T21:00:00,29.7,39.4,35.3,0.017
2026-07-05T22:00:00,29.9,41.5,34.5,0.008
2026-07-05T23:00:00,27.4,43.0,36.2,0.005
2026-07-06T00:00:00,33.4,45.2,36.1,0.026
2026-07-06T01:00:00,40.2,48.8,35.3,0.027
2026-07-06T02:00:00,21.3,42.5,34.6,0.026
2026-07-06T03:00:00,10.8,33.7,35.0,0.022
2026-07-06T04:00:00,37.5,36.4,35.2,0.032
2026-07-06T05:00:00,39.7,46.7,34.4,0.011
2026-07-06T06:00:00,17.8,41.4,35.1,0.018
2026-07-06T07:00:00,25.6,48.5,34.7,0.03
2026-07-06T08:00:00,42.0,42.6,35.3,0.033
2026-07-06T09:00:00,55.5,49.5,36.2,0.005
2026-07-06T10:00:00,73.7,75.9,35.6,0.096
2026-07-06T11:00:00,81.4,75.5,34.1,0.087
2026-07-06T12:00:00,77.7,69.6,36.1,0.09
2026-07-06T13:00:00,67.4,76.3,33.6,0.103
2026-07-06T14:00:00,75.0,81.3,35.7,0.086
2026-07-06T15:00:00,54.5,47.8,36.8,0.003
2026-07-06T16:00:00,52.0,48.1,33.9,0.01
2026-07-06T17:00:00,42.9,48.8,35.4,0.021
2026-07-06T18:00:00,33.0,47.1,35.1,0.021
2026-07-06T19:00:00,28.7,40.5,36.9,0.027
2026-07-06T20:00:00,33.1,59.2,34.9,0.028
2026-07-06T21:00:00,27.4,38.2,35.6,0.022
2026-07-06T22:00:00,20.1,47.2,36.4,0.029
2026-07-06T23:00:00,34.3,35.7,36.0,0.018
2026-07-07T00:00:00,38.4,44.4,36.9,0.026
2026-07-07T01:00:00,32.3,33.7,35.3,0.015
2026-07-07T02:00:00,20.3,36.0,35.8,0.017
2026-07-07T03:00:00,31.5,36.9,34.7,0.013
2026-07-07T04:00:00,27.9,36.7,35.3,0.005
2026-07-07T05:00:00,33.5,41.4,36.8,0.014
2026-07-07T06:00:00,18.9,41.3,35.3,0.033
2026-07-07T07:00:00,32.2,44.7,35.0,0.027
2026-07-07T08:00:00,32.0,43.2,35.3,0.011
2026-07-07T09:00:00,34.3,54.1,33.6,0.032
2026-07-07T10:00:00,39.8,52.5,35.1,0.017
2026-07-07T11:00:00,46.6,48.6,37.9,0.026
2026-07-07T12:00:00,46.0,53.3,37.5,0.01
2026-07-07T13:00:00,54.8,49.1,35.1,0.017
2026-07-07T14:00:00,39.7,47.3,36.3,0.027
2026-07-07T15:00:00,54.8,54.6,36.3,0.025
2026-07-07T16:00:00,56.0,40.9,34.3,0.001
2026-07-07T17:00:00,52.2,52.0,35.5,0.01
2026-07-07T18:00:00,20.6,41.8,34.3,0.015
2026-07-07T19:00:00,20.3,33.6,35.8,0.015
2026-07-07T20:00:00,48.3,38.9,33.7,0.016
2026-07-07T21:00:00,28.0,42.0,34.6,0.013
2026-07-07T22:00:00,38.9,39.9,36.7,0.03
2026-07-07T23:00:00,20.7,38.8,35.8,0.016
2026-07-08T00:00:00,21.0,42.0,35.5,0.027
2026-07-08T01:00:00,45.6,36.8,37.1,0.013
2026-07-08T02:00:00,37.4,46.6,35.9,0.026
2026-07-08T03:00:00,35.1,39.3,35.3,0.02
2026-07-08T04:00:00,36.5,43.0,34.3,0.02
2026-07-08T05:00:00,24.6,38.2,34.7,0.002
2026-07-08T06:00:00,32.1,45.1,34.9,0.021
2026-07-08T07:00:00,39.4,32.0,35.5,0.007
2026-07-08T08:00:00,29.5,38.1,34.5,0.013
2026-07-08T09:00:00,53.9,45.1,36.0,0.033
2026-07-08T10:00:00,38.6,51.3,37.0,0.026
2026-07-08T11:00:00,50.7,49.2,35.3,0.021
2026-07-08T12:00:00,49.0,49.1,35.3,0.026
2026-07-08T13:00:00,45.8,43.4,37.1,0.033
2026-07-08T14:00:00,32.9,44.2,36.0,0.023
2026-07-08T15:00:00,48.7,54.7,34.2,0.014
2026-07-08T16:00:00,52.0,54.7,34.8,0.023
2026-07-08T17:00:00,43.1,56.3,37.5,0.022
2026-07-08T18:00:00,27.4,44.8,37.2,0.035
2026-07-08T19:00:00,36.9,44.8,36.9,0.022
2026-07-08T20:00:00,17.8,49.5,34.6,0.017
2026-07-08T21:00:00,35.0,37.9,37.0,0.013
2026-07-08T22:00:00,26.9,46.5,36.2,0.024
2026-07-08T23:00:00,29.4,39.8,36.2,0.019
2026-07-09T00:00:00,39.2,34.5,36.1,0.018
2026-07-09T01:00:00,32.9,41.4,36.7,0.036
2026-07-09T02:00:00,40.0,42.5,36.9,0.023
2026-07-09T03:00:00,27.8,32.5,36.9,0.029
2026-07-09T04:00:00,26.9,47.3,34.9,0.024
2026-07-09T05:00:00,25.9,42.4,36.9,0.011
2026-07-09T06:00:00,42.9,42.4,37.7,0.01
2026-07-09T07:00:00,32.9,34.0,36.4,0.02
2026-07-09T08:00:00,37.7,45.7,35.3,0.03
2026-07-09T09:00:00,49.8,49.1,35.5,0.035
2026-07-09T10:00:00,45.6,53.2,37.9,0.037
2026-07-09T11:00:00,47.2,44.7,36.2,0.011
2026-07-09T12:00:00,54.9,37.4,34.0,0.023
2026-07-09T13:00:00,38.5,47.9,36.6,0.032
2026-07-09T14:00:00,41.0,53.3,36.1,0.032
2026-07-09T15:00:00,33.2,44.6,34.8,0.047
2026-07-09T16:00:00,45.1,50.4,35.6,0.028
2026-07-09T17:00:00,64.8,55.0,36.9,0.043
2026-07-09T18:00:00,15.4,42.9,36.5,0.031
2026-07-09T19:00:00,33.4,46.3,37.4,0.015
2026-07-09T20:00:00,28.0,39.7,36.4,0.023
2026-07-09T21:00:00,38.9,40.2,35.7,0.025
2026-07-09T22:00:00,33.6,37.5,36.1,0.005
2026-07-09T23:00:00,29.8,27.7,37.5,0.007
2026-07-10T00:00:00,40.1,38.8,35.9,0.016
2026-07-10T01:00:00,28.8,48.2,34.7,0.022
2026-07-10T02:00:00,28.3,37.9,37.0,0.029
2026-07-10T03:00:00,35.2,40.9,35.4,0.027
2026-07-10T04:00:00,36.0,41.9,38.9,0.034
2026-07-10T05:00:00,32.6,42.0,36.3,0.033
2026-07-10T06:00:00,34.4,45.6,36.5,0.013
2026-07-10T07:00:00,31.9,42.0,36.6,0.033
2026-07-10T08:00:00,31.9,38.8,36.3,0.029
2026-07-10T09:00:00,52.6,48.5,34.4,0.032
2026-07-10T10:00:00,37.3,50.2,38.0,0.022
2026-07-10T11:00:00,52.6,53.7,35.7,0.026
2026-07-10T12:00:00,53.6,50.9,35.9,0.023
2026-07-10T13:00:00,45.6,48.3,35.1,0.024
2026-07-10T14:00:00,43.1,54.0,36.7,0.008
2026-07-10T15:00:00,49.4,53.1,35.9,0.033
2026-07-10T16:00:00,45.3,45.7,36.2,0.019
2026-07-10T17:00:00,48.1,55.9,35.8,0.013
2026-07-10T18:00:00,34.7,43.4,38.0,0.003
2026-07-10T19:00:00,46.9,33.4,35.9,0.019
2026-07-10T20:00:00,29.2,37.0,36.4,0.037
2026-07-10T21:00:00,30.6,31.3,35.0,0.011
2026-07-10T22:00:00,39.6,31.2,36.3,0.009
2026-07-10T23:00:00,31.7,51.2,35.6,0.021
2026-07-11T00:00:00,30.0,41.5,36.2,0.005
2026-07-11T01:00:00,19.2,38.7,36.0,0.017
2026-07-11T02:00:00,15.2,42.7,36.0,0.011
2026-07-11T03:00:00,6.3,43.1,36.6,0.039
2026-07-11T04:00:00,7.2,34.4,36.8,0.027
2026-07-11T05:00:00,21.6,41.8,37.0,0.033
2026-07-11T06:00:00,24.5,44.3,35.0,0.012
2026-07-11T07:00:00,24.0,35.7,35.4,0.027
2026-07-11T08:00:00,26.4,45.8,34.7,0.025
2026-07-11T09:00:00,47.8,48.2,36.5,0.028
2026-07-11T10:00:00,67.6,79.5,37.0,0.106
2026-07-11T11:00:00,62.1,64.7,37.4,0.095
2026-07-11T12:00:00,68.7,76.4,36.4,0.098
2026-07-11T13:00:00,73.2,75.5,36.3,0.088
2026-07-11T14:00:00,56.5,68.8,35.8,0.07
2026-07-11T15:00:00,28.9,47.0,36.3,0.017
2026-07-11T16:00:00,31.1,43.9,35.9,0.012
2026-07-11T17:00:00,44.4,45.4,35.9,0.018
2026-07-11T18:00:00,17.2,31.6,36.6,0.027
2026-07-11T19:00:00,18.2,43.6,35.6,0.016
2026-07-11T20:00:00,8.8,47.9,36.5,0.028
2026-07-11T21:00:00,20.5,44.7,36.0,0.029
2026-07-11T22:00:00,10.3,48.9,34.0,0.019
2026-07-11T23:00:00,21.1,38.2,35.5,0.013
2026-07-12T00:00:00,19.2,38.0,36.4,0.001
2026-07-12T01:00:00,26.1,36.5,34.8,0.025
2026-07-12T02:00:00,25.1,47.2,35.8,0.038
2026-07-12T03:00:00,18.4,44.8,35.0,0.033
2026-07-12T04:00:00,10.3,43.4,34.6,0.015
2026-07-12T05:00:00,7.5,49.4,36.5,0.018
2026-07-12T06:00:00,23.4,43.7,34.2,0.019
2026-07-12T07:00:00,8.7,46.8,36.1,0.015
2026-07-12T08:00:00,29.9,38.7,35.9,0.029
2026-07-12T09:00:00,46.5,54.3,34.8,0.037
2026-07-12T10:00:00,36.1,49.9,35.1,0.019
2026-07-12T11:00:00,36.9,51.3,36.4,0.025
2026-07-12T12:00:00,41.0,44.7,35.6,0.006
2026-07-12T13:00:00,21.6,55.0,38.6,0.022
2026-07-12T14:00:00,36.1,46.1,36.9,0.013
2026-07-12T15:00:00,47.3,48.5,36.8,0.018
2026-07-12T16:00:00,28.3,48.6,36.2,0.026
2026-07-12T17:00:00,31.2,52.4,35.0,0.002
2026-07-12T18:00:00,19.9,40.1,36.0,0.024
2026-07-12T19:00:00,5.2,38.9,36.3,0.022
2026-07-12T20:00:00,13.3,41.9,36.6,0.021
2026-07-12T21:00:00,21.5,39.8,36.9,0.02
2026-07-12T22:00:00,27.6,42.4,33.1,0.027
2026-07-12T23:00:00,9.3,41.8,35.7,0.014
2026-07-13T00:00:00,34.3,48.9,35.9,0.039
2026-07-13T01:00:00,25.2,42.1,35.5,0.025
2026-07-13T02:00:00,28.1,40.7,35.3,0.031
2026-07-13T03:00:00,38.7,55.0,34.5,0.006
2026-07-13T04:00:00,39.5,44.4,35.1,0.014
2026-07-13T05:00:00,17.9,39.1,36.6,0.006
2026-07-13T06:00:00,15.7,40.9,34.4,0.024
2026-07-13T07:00:00,29.5,45.8,36.9,0.001
2026-07-13T08:00:00,38.6,45.9,37.1,0.021
2026-07-13T09:00:00,44.3,50.6,35.4,0.026
2026-07-13T10:00:00,42.4,43.8,37.0,0.033
2026-07-13T11:00:00,55.1,50.9,35.9,0.03
2026-07-13T12:00:00,43.2,47.8,36.4,0.023
2026-07-13T13:00:00,40.8,60.1,35.2,0.032
2026-07-13T14:00:00,41.4,47.6,35.9,0.033
2026-07-13T15:00:00,40.6,51.7,38.0,0.036
2026-07-13T16:00:00,64.2,55.4,36.6,0.025
2026-07-13T17:00:00,35.9,40.4,34.7,0.02
2026-07-13T18:00:00,42.0,35.5,36.8,0.02
2026-07-13T19:00:00,28.1,41.4,35.0,0.017
2026-07-13T20:00:00,39.7,36.3,37.2,0.008
2026-07-13T21:00:00,18.7,32.7,37.9,0.009
2026-07-13T22:00:00,35.4,46.3,36.2,0.031
2026-07-13T23:00:00,18.4,44.3,35.5,0.016
2026-07-14T00:00:00,16.3,38.7,37.3,0.009
2026-07-14T01:00:00,25.1,37.9,37.0,0.025
2026-07-14T02:00:00,25.0,41.2,35.8,0.026
2026-07-14T03:00:00,23.5,37.7,37.9,0.021
2026-07-14T04:00:00,32.4,41.1,34.7,0.016
2026-07-14T05:00:00,44.7,31.6,35.6,0.012
2026-07-14T06:00:00,45.6,45.8,37.0,0.024
2026-07-14T07:00:00,24.1,41.3,36.2,0.001
2026-07-14T08:00:00,23.0,38.9,35.9,0.013
2026-07-14T09:00:00,54.5,44.9,36.8,0.003
2026-07-14T10:00:00,36.2,60.2,34.8,0.041
2026-07-14T11:00:00,33.6,53.0,34.9,0.032
2026-07-14T12:00:00,43.2,51.8,36.0,0.019
2026-07-14T13:00:00,38.4,47.0,35.6,0.018
2026-07-14T14:00:00,44.0,48.8,37.2,0.006
2026-07-14T15:00:00,37.7,46.1,37.5,0.019
2026-07-14T16:00:00,34.3,55.8,35.4,0.007
2026-07-14T17:00:00,42.0,44.2,35.6,0.017
2026-07-14T18:00:00,40.8,47.3,36.8,0.019
2026-07-14T19:00:00,34.8,43.2,36.6,0.02
2026-07-14T20:00:00,17.2,35.8,37.8,0.022
2026-07-14T21:00:00,24.1,44.1,35.9,0.012
2026-07-14T22:00:00,11.6,41.9,35.7,0.025
2026-07-14T23:00:00,55.2,40.4,35.2,0.03
2026-07-15T00:00:00,34.1,30.5,36.1,0.011
2026-07-15T01:00:00,28.1,56.7,37.1,0.022
2026-07-15T02:00:00,24.4,39.7,36.6,0.02
2026-07-15T03:00:00,27.0,48.5,36.8,0.024
2026-07-15T04:00:00,29.6,47.1,37.2,0.028
2026-07-15T05:00:00,34.4,44.7,35.1,0.004
2026-07-15T06:00:00,33.3,43.2,37.2,0.034
2026-07-15T07:00:00,32.7,49.3,37.2,0.028
2026-07-15T08:00:00,26.9,44.0,36.4,0.026
2026-07-15T09:00:00,43.0,51.8,34.9,0.028
2026-07-15T10:00:00,35.9,52.8,36.2,0.033
2026-07-15T11:00:00,49.8,49.2,35.7,0.011
2026-07-15T12:00:00,38.5,53.8,35.5,0.012
2026-07-15T13:00:00,38.2,55.6,36.7,0.008
2026-07-15T14:00:00,47.0,44.2,33.6,0.02
2026-07-15T15:00:00,42.7,49.1,36.1,0.017
2026-07-15T16:00:00,45.0,50.9,37.9,0.007
2026-07-15T17:00:00,40.9,45.9,36.0,0.015
2026-07-15T18:00:00,21.3,37.2,37.0,0.029
2026-07-15T19:00:00,19.9,41.6,36.8,0.031
2026-07-15T20:00:00,18.9,44.4,37.7,0.018
2026-07-15T21:00:00,31.5,47.1,36.0,0.033
2026-07-15T22:00:00,35.3,34.8,36.6,0.021
2026-07-15T23:00:00,30.6,42.0,36.5,0.02
2026-07-16T00:00:00,13.7,39.0,37.5,0.032
2026-07-16T01:00:00,25.0,29.3,37.6,0.029
2026-07-16T02:00:00,22.4,37.4,37.6,0.023
2026-07-16T03:00:00,29.9,44.5,35.1,0.031
2026-07-16T04:00:00,25.7,47.6,35.3,0.024
2026-07-16T05:00:00,35.9,40.0,37.0,0.028
2026-07-16T06:00:00,29.4,37.5,37.5,0.04
2026-07-16T07:00:00,28.5,40.2,36.0,0.03
2026-07-16T08:00:00,74.8,55.5,35.9,0.028
2026-07-16T09:00:00,74.6,63.5,34.7,0.009
2026-07-16T10:00:00,98,90.3,35.3,0.08
2026-07-16T11:00:00,98,95,36.5,0.088
2026-07-16T12:00:00,98,86.5,36.5,0.088
2026-07-16T13:00:00,94.4,87.7,36.2,0.085
2026-07-16T14:00:00,98,87.5,36.0,0.089
2026-07-16T15:00:00,76.8,68.7,35.6,0.02
2026-07-16T16:00:00,74.0,65.8,37.7,0.01
2026-07-16T17:00:00,84.8,66.8,37.5,0.013
2026-07-16T18:00:00,53.8,61.1,37.2,0.019
2026-07-16T19:00:00,73.4,62.4,35.9,0.037
2026-07-16T20:00:00,50.3,54.4,37.6,0.022
2026-07-16T21:00:00,33.6,38.1,37.9,0.008
2026-07-16T22:00:00,17.9,42.8,38.0,0.024
2026-07-16T23:00:00,29.5,33.0,36.8,0.017
2026-07-17T00:00:00,40.2,49.6,34.8,0.001
2026-07-17T01:00:00,37.4,46.2,37.3,0.015
2026-07-17T02:00:00,34.3,41.0,36.3,0.036
2026-07-17T03:00:00,28.9,38.1,35.4,0.021
2026-07-17T04:00:00,24.3,39.0,37.5,0.019
2026-07-17T05:00:00,29.0,42.2,36.4,0.025
2026-07-17T06:00:00,33.1,44.0,36.3,0.001
2026-07-17T07:00:00,32.8,44.9,37.1,0.018
2026-07-17T08:00:00,28.6,45.1,37.5,0.029
2026-07-17T09:00:00,45.6,44.8,37.9,0.009
2026-07-17T10:00:00,33.7,51.6,36.0,0.019
2026-07-17T11:00:00,36.4,58.1,36.7,0.031
2026-07-17T12:00:00,37.5,37.7,37.1,0.017
2026-07-17T13:00:00,36.8,55.9,36.9,0.021
2026-07-17T14:00:00,33.3,52.1,37.7,0.025
2026-07-17T15:00:00,42.4,45.2,35.6,0.005
2026-07-17T16:00:00,37.0,44.9,36.3,0.031
2026-07-17T17:00:00,52.3,55.9,37.8,0.019
2026-07-17T18:00:00,43.6,47.8,34.3,0.008
2026-07-17T19:00:00,20.1,40.9,37.5,0.021
2026-07-17T20:00:00,24.7,43.4,34.8,0.009
2026-07-17T21:00:00,35.4,49.2,36.0,0.025
2026-07-17T22:00:00,21.3,51.4,37.3,0.017
2026-07-17T23:00:00,29.8,48.5,36.9,0.018
2026-07-18T00:00:00,16.1,37.3,37.2,0.018
2026-07-18T01:00:00,6.5,51.4,36.4,0.011
2026-07-18T02:00:00,21.6,39.9,35.4,0.022
2026-07-18T03:00:00,25.6,53.0,38.4,0.009
2026-07-18T04:00:00,26.7,38.6,37.8,0.012
2026-07-18T05:00:00,21.5,49.4,37.0,0.012
2026-07-18T06:00:00,19.1,44.8,35.3,0.028
2026-07-18T07:00:00,13.2,43.5,36.6,0.005
2026-07-18T08:00:00,25.2,43.2,36.6,0.022
2026-07-18T09:00:00,40.8,58.2,35.8,0.03
2026-07-18T10:00:00,25.0,46.9,36.8,0.016
2026-07-18T11:00:00,42.3,44.7,35.7,0.015
2026-07-18T12:00:00,25.0,43.2,36.8,0.027
2026-07-18T13:00:00,40.9,52.5,37.5,0.002
2026-07-18T14:00:00,27.7,53.4,36.0,0.032
2026-07-18T15:00:00,42.5,51.3,36.4,0.011
2026-07-18T16:00:00,43.8,57.0,36.7,0.016
2026-07-18T17:00:00,20.0,41.8,33.9,0.008
2026-07-18T18:00:00,29.5,46.0,36.9,0.017
2026-07-18T19:00:00,7.3,41.0,38.0,0.012
2026-07-18T20:00:00,8.7,39.6,34.8,0.026
2026-07-18T21:00:00,11.4,44.3,37.8,0.015
2026-07-18T22:00:00,22.8,49.0,35.9,0.007
2026-07-18T23:00:00,23.6,43.2,37.9,0.024
2026-07-19T00:00:00,25.5,55.7,36.0,0.02
2026-07-19T01:00:00,15.3,36.5,37.1,0.032
2026-07-19T02:00:00,18.1,38.5,35.5,0.033
2026-07-19T03:00:00,7.0,35.6,36.9,0.017
2026-07-19T04:00:00,32.2,37.1,37.6,0.001
2026-07-19T05:00:00,17.5,33.3,37.1,0.026
2026-07-19T06:00:00,16.0,42.9,38.4,0.015
2026-07-19T07:00:00,21.6,39.4,36.2,0.012
2026-07-19T08:00:00,28.6,39.0,37.8,0.012
2026-07-19T09:00:00,48.8,55.8,36.1,0.016
2026-07-19T10:00:00,22.5,42.8,34.9,0.027
2026-07-19T11:00:00,33.9,53.3,38.0,0.024
2026-07-19T12:00:00,48.0,50.5,39.1,0.032
2026-07-19T13:00:00,25.7,51.9,35.9,0.026
2026-07-19T14:00:00,26.6,54.2,36.8,0.04
2026-07-19T15:00:00,25.5,53.0,38.5,0.03
2026-07-19T16:00:00,35.4,42.6,37.3,0.024
2026-07-19T17:00:00,31.1,42.4,36.6,0.01
2026-07-19T18:00:00,22.8,43.3,36.2,0.029
2026-07-19T19:00:00,38.0,45.8,36.5,0.03
2026-07-19T20:00:00,27.3,36.8,35.2,0.032
2026-07-19T21:00:00,9.8,31.9,37.4,0.022
2026-07-19T22:00:00,25.1,40.8,37.5,0.014
2026-07-19T23:00:00,12.7,51.1,36.4,0.028
2026-07-20T00:00:00,37.9,46.1,37.5,0.039
2026-07-20T01:00:00,32.8,46.4,37.5,0.022
2026-07-20T02:00:00,45.7,43.3,38.3,0.036
2026-07-20T03:00:00,29.8,35.1,37.2,0.001
2026-07-20T04:00:00,30.8,42.6,37.3,0.013
2026-07-20T05:00:00,20.6,46.2,38.1,0.009
2026-07-20T06:00:00,27.4,39.3,35.9,0.024
2026-07-20T07:00:00,23.9,50.7,36.6,0.016
2026-07-20T08:00:00,24.3,35.1,35.6,0.019
2026-07-20T09:00:00,54.3,41.9,35.1,0.018
2026-07-20T10:00:00,55.4,56.2,36.8,0.015
2026-07-20T11:00:00,38.6,56.1,37.2,0.019
2026-07-20T12:00:00,47.9,41.2,36.2,0.019
2026-07-20T13:00:00,43.7,49.7,37.0,0.018
2026-07-20T14:00:00,33.1,48.5,36.5,0.011
2026-07-20T15:00:00,37.2,44.7,36.5,0.016
2026-07-20T16:00:00,44.4,51.7,36.5,0.017
2026-07-20T17:00:00,50.2,48.2,36.0,0.04
2026-07-20T18:00:00,38.1,43.0,36.2,0.025
2026-07-20T19:00:00,26.1,48.0,36.8,0.03
2026-07-20T20:00:00,27.6,51.3,36.6,0.015
2026-07-20T21:00:00,32.0,47.2,38.3,0.021
2026-07-20T22:00:00,30.4,45.6,36.7,0.054
2026-07-20T23:00:00,20.9,31.6,37.8,0.01
2026-07-21T00:00:00,32.0,40.3,36.4,0.022
